Upload Image or Video,Detected Image,Violation Summary,Cropped Violating Vehicles,Detected License Plates,timestamp
.gradio\flagged\Upload Image or Video\ea9f367703ee26d3300b\snapedit_1750437639509.jpeg,.gradio\flagged\Detected Image\ec6e5ce69edad4e747b4\image.webp,"🚫 Crosswalk Violation: Vehicle 1, Plate: SULU, Location: Nguyen Du street, HCM","[{""image"": "".gradio\\flagged\\Cropped Violating Vehicles\\81b8a75716dc66a8f38c\\image.webp"", ""caption"": null}]","[{""image"": "".gradio\\flagged\\Detected License Plates\\095eca28ee481aa81359\\image.webp"", ""caption"": null}]",2025-06-21 00:28:11.077379
