Tải ảnh vi phạm,Kết quả xử lý,timestamp
.gradio\flagged\Tải ảnh vi phạm\a74d8d83805364192ef9\w-do-xe-tren-vach-di-bo-100723.jpg,.gradio\flagged\Kết quả xử lý\8041beeceffa6d7b42ce\image.webp,2025-05-31 22:51:28.013985
